index,screen_name,created_at,text
3177,taralipinski,2018-12-23 19:31:49,@sixptzero This made me laugh!
3178,taralipinski,2018-12-23 19:32:20,@AmySM55   
3179,taralipinski,2018-12-25 23:16:04,Christmas 2018. Montana is giving us the perfect winter wonderland vibes.    Who got a white Christmas today???  
3180,taralipinski,2018-12-26 02:44:34,Holding a conversation while occasionally posing as I knew @toddkap was snapping away on his fancy camera. Not easy  
3181,taralipinski,2018-12-26 19:35:37,Christmas Blue Steel. 
3182,taralipinski,2018-12-28 00:29:09,Is it too late for an ugly Christmas sweater contest? I think not. Please take note of @toddkap sweater...he pasted  
3183,taralipinski,2018-12-29 23:10:21,"             @chelseakrusefit amandakoch21 jillmordy #montana #friends @ McLeod, Montana "
3184,taralipinski,2018-12-31 00:53:55,Snow strolling with my girls.    jillmordy @chelseakrusefit amandakoch21 #mom #montana #friends Shot by @toddkap of  
3185,taralipinski,2018-12-31 18:59:01,A few dreams of mine came true in 2018. We broadcasted our first prime time Olympics and for the cherry on top of t  
3186,taralipinski,2019-01-01 01:22:56," Holding on to my daydreams  as I enter 2019. It s gonna be a good one! #nye #newyears #2019   @toddkap @ McLeod, M  "
3187,taralipinski,2019-01-02 00:58:29,Spent the day playing with my best friend in the snow...not a bad way to start off 2019.        @chelseakrusefit #2  
3188,taralipinski,2019-01-10 23:21:55,A real go to move for me.     #tbt 
3189,taralipinski,2019-01-11 16:23:59,That Friday Feeling.   And also that feeling when your fever is finally coming down! Who else caught this nasty flu  
3190,taralipinski,2019-01-18 01:57:25,#TBT I ll never forget this moment looking up at a sold out Edmonton crowd standing on their feet. I proved to myse  
3191,taralipinski,2019-01-18 20:59:04,That time we went to the Super Bowl.   I believe the key to our success at getting interviews at Media Day was my s  
3192,taralipinski,2019-01-22 01:03:43,It s about time for us to skate on into Detroit for Nationals! Who are you excited to see? Predictions? #uschamps19 
3193,taralipinski,2019-01-23 19:46:33,As I head to Michigan today I can t help but think of all the years I spent training in Detroit. From the moment I  
3194,taralipinski,2019-01-25 01:46:55,Join us on @NBCSports at 9pm for the Ladies short program! I just watched Alysa Liu...speechless. You won t want to miss this!
3195,taralipinski,2019-01-25 20:11:50,Back at one of my favorite events of the year! Nationals is just so special. Life is good when I m talking skating  
3196,taralipinski,2019-01-26 04:53:39,Records are meant to be broken and I couldn t be more excited that Alysa was the one to break it. What a talent! So  
3197,taralipinski,2019-01-26 16:52:40,I still can t get over this sweet little nugget. She is absolutely adorable. Our newly crowned National Champion!  
3198,taralipinski,2019-01-27 17:56:23,RT @JohnnyGWeir: These Two    | @taralipinski @terrygannon83 @taraandjohnny @nbcolympics | #uschamps19 #figureskating #squad  
3199,taralipinski,2019-01-27 19:16:20,My people. How I love working with them and the whole @nbcsports team.   @terrygannon83 @johnnygweir #uschamps19 
3200,taralipinski,2019-01-28 19:48:46,Nationals hangover.   Nationals puts you to work but when it s over you wish it all went a little slower. But the i  
3201,taralipinski,2019-01-31 22:52:44,Last year at this time. Glitter and @lesdogggg. Oh and the Olympics! I miss it. @johnnygweir 
3202,taralipinski,2019-02-02 01:33:42,It s #wegetup day. What defines us is how well we rise after falling. This fall was at the 98  Nationals. After the  
3203,taralipinski,2019-02-07 12:37:36,"Guys, big day today. I m back at one of my favorite places @todayshow buttttt I m not talking skating.   Can t wait  "
3204,taralipinski,2019-02-09 00:11:03,"#fbf to dreaming of big things. This is the first medal I won from skating. As we all know, it s not about the meda  "
3205,taralipinski,2019-02-15 22:17:30,#flashback to daydreaming on a dreamy day in Amsterdam.    #fbf 
3206,taralipinski,2019-02-17 03:17:15,"Big day for the fam! Any guesses where we are? @ West Hollywood, California "
3207,taralipinski,2019-02-20 21:39:46,I can t wait to get another Olympics! See you soon Tokyo. 
3208,taralipinski,2019-02-20 21:43:10,Feb 20th. Just moments after realizing I skated out my dreams on Olympic ice. The years of sweat and tears were all  
3209,taralipinski,2019-02-20 21:51:59,Aww love this!!!    
3210,taralipinski,2019-02-20 21:55:50,@HJFranklin1007 Thank you!!!
3211,taralipinski,2019-02-21 05:03:46,@ChrisGesue Aww thank you!! This made me smile. Hope you and your family are well!
3212,taralipinski,2019-02-22 22:15:16,I never post glam pics but @makeupbynikkilarose worked some rose gold magic on me this week and I had to show y all  
3213,taralipinski,2019-02-24 19:12:05,Happy Birthday Mom! I wouldn t be who I am without you. You mean so much to me...more than you will ever know. I lo  
3214,taralipinski,2019-02-25 19:12:37,"Pulling out the ballerina outfit. Also, how is there not a ballet shoes emoji? #monday #ballet "
3215,taralipinski,2019-02-28 20:26:30,#tbt to when LA had good weather all the time. Please bring back the standard 70 and sunny! Dublin is just as upset  
3216,taralipinski,2019-03-01 21:19:38,Getting my blades cleaned up.    For my figure skaters out there- How good does a fresh sharpening feel?! Also remi  
3217,taralipinski,2019-03-08 21:12:02,It s #internationalwomensday so I m clearly not going to miss a chance to celebrate the beautiful women in my life.  
3218,taralipinski,2019-03-17 00:57:47,"This Palm Springs wedding is bringin  the heat.    Dress  by @bronxandbanco @harperspr @ La Quinta, California "
3219,taralipinski,2019-03-18 00:39:59,We tried to match the flowers. When the dress said  bright and colorful  we were determined to succeed. I think we  
3220,taralipinski,2019-03-19 23:07:39,It s time for Worlds! I will have the privilege to call this event where the greatest skaters in the world battle i  
3221,taralipinski,2019-03-21 01:28:37,@JohnnyGWeir You mean currently?
3222,taralipinski,2019-03-21 17:00:12,Back at it with my boys! Who s watching Worlds this week? Give me your thoughts. Also tune into @nbcsports today fo  
3223,taralipinski,2019-03-22 16:56:52,             
3224,taralipinski,2019-03-22 22:21:22,RT @terrygannon83: #MarchMadness2019 + Olympic Gold Medalist + #WorldFigure Skating Championships downtime = the making of a 3 point sharps 
3225,taralipinski,2019-03-23 13:17:20,RT @JohnnyGWeir: Join us at 1pm Eastern on @NBCSN &amp; 8pm Eastern on @nbc for our coverage of the men s free skates from the world championsh 
3226,taralipinski,2019-03-23 13:18:39,@goodmagicme @JohnnyGWeir Today at 1 pm EST on @NBCSports and tonight at 8pm on @nbc  
3227,taralipinski,2019-03-25 17:57:05,Morning portraits with Dubby.    
3228,taralipinski,2019-03-31 18:43:47,Sleepin  in late on the weekend with this furry guy. We also woke up with some serious bed head.(More me than him  
3229,taralipinski,2019-04-08 19:05:26,Guys some big news! We did #MasterChef and it was one of my favorite work experiences ever. Not hyperbole.Teaming u  
3230,taralipinski,2019-04-12 21:55:42,I m really digging this racing suit. It just needed a little sparkle.   @goldengoose @nbcsports  
3231,taralipinski,2019-04-13 02:33:51,"When it comes to work, I never really know what I m signing myself up for but it s always so fun. Scored some new r  "
3232,taralipinski,2019-04-24 20:28:21,We re back! Season 2! I can t be more excited for u guys to see what this show has in store.Who knew I d host a Foo  
3233,taralipinski,2019-04-25 01:01:17,RT @JohnnyGWeir: GET READY! We re back for an all-new season of Wedding Cake Championship commencing June 3 at 10 Eastern on @foodnetwork! 
3234,taralipinski,2019-04-26 00:26:00,Here s a #TBT for ya. Came across this today while I was organizing boxes of old photos. A trip to Turks and Caicos  
3235,taralipinski,2019-04-26 16:54:42,He can be a charmer when he wants to! Dublin on his best behavior kindly begging for his @nulopetfood. It s hard no  
3236,taralipinski,2019-04-27 19:35:20,Waking up at one of my favorite places in California. @montagelaguna     #weekend #montage #lagunabeach 
3237,taralipinski,2019-04-29 17:35:15,RT @DiscoveryIncTV: Our favorite sassy duo is back!! Hosts @taralipinski and @JohnnyGWeir are bringing season 2 of  Wedding Cake Championsh 
